Respondent ID,Region,ETA Office,Topic,Question,Answer,Score
144250631,Chicago,Office of Job Corps,The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144250515,Chicago,Office of Job Corps,The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144250631,Chicago,Office of Job Corps,The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,C-Good,3
144248843,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144250515,Chicago,Office of Job Corps,The extent to which this training was relevant to my work was,Regionalism,C-Good,3
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,A-Bad,1
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots,A-Bad,1
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots,A-Bad,1
144243314,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,A-Bad,1
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,A-Bad,1
144243314,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,A-Bad,1
144243488,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,A-Bad,1
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,A-Bad,1
144243314,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,A-Bad,1
144243488,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Uncovering the Impact of WIOA,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Regionalism,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Regionalism,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Regionalism,A-Bad,1
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Regionalism,A-Bad,1
144296388,Dallas,Office of Job Corps,The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144296685,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144296761,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297151,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297438,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297507,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297603,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297626,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297662,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297718,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297759,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144297943,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144298069,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
144296388,Dallas,Office of Job Corps,The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144296685,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144296761,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297151,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297253,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297438,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297507,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297603,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297626,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297662,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297718,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297759,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297943,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144298069,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Customer Centered Design,D-Excellent,4
144297151,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297253,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297438,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297507,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297603,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297626,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297662,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297718,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297759,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297943,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144298069,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,D-Excellent,4
144297781,Dallas,,The extent to which this training was relevant to my work was,Change Management,B-Average,2
144297781,Dallas,,The extent to which this training was relevant to my work was,Customer Centered Design,B-Average,2
144297781,Dallas,,The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,B-Average,2
144297340,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297578,Dallas,Office of State Systems- UI,The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297690,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297814,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297861,Dallas,Office of Job Corps,The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297888,Dallas,,The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297918,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297985,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,C-Good,3
144297340,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297578,Dallas,Office of State Systems- UI,The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297690,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297814,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297861,Dallas,Office of Job Corps,The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297888,Dallas,,The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297918,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297985,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Customer Centered Design,C-Good,3
144297340,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297578,Dallas,Office of State Systems- UI,The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297690,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297814,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297861,Dallas,Office of Job Corps,The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297888,Dallas,,The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297918,Dallas,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144297985,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,C-Good,3
144296534,Dallas,Office of State Systems- UI,The extent to which this training was relevant to my work was,Change Management,A-Bad,1
144297547,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,A-Bad,1
144296534,Dallas,Office of State Systems- UI,The extent to which this training was relevant to my work was,Customer Centered Design,A-Bad,1
144297547,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Customer Centered Design,A-Bad,1
144297547,Dallas,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Sector Strategies and Career Pathways,A-Bad,1
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Change Management,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Connecting the Dots ,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Connecting the Dots ,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Connecting the Dots ,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Connecting the Dots ,D-Excellent,4
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Creating a Positive Impact,D-Excellent,4
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Creating a Positive Impact,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Creating a Positive Impact,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Creating a Positive Impact,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Creating a Positive Impact,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Creating a Positive Impact,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Measuring Our Success,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Measuring Our Success,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The extent to which this training was relevant to my work was,Measuring Our Success,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Measuring Our Success,D-Excellent,4
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,B-Average,2
141036774,Philadelphia,,The extent to which this training was relevant to my work was,Change Management,B-Average,2
141037029,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Change Management,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots ,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots ,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots ,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots ,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots ,B-Average,2
141036774,Philadelphia,,The extent to which this training was relevant to my work was,Connecting the Dots ,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141036774,Philadelphia,,The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141037029,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141037326,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Creating a Positive Impact,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141036774,Philadelphia,,The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141037029,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141037326,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141037876,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141036774,Philadelphia,,The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141037029,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141037326,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Measuring Our Success,B-Average,2
141037326,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Change Management,C-Good,3
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Change Management,C-Good,3
141037876,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Change Management,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Change Management,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Change Management,C-Good,3
141037029,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141037326,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141037876,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Connecting the Dots ,C-Good,3
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141037876,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Creating a Positive Impact,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141039588,Philadelphia,Office of the Regional Administrator (ORA),The extent to which this training was relevant to my work was,Managing Priorities & Projects for Success,C-Good,3
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
141037876,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The extent to which this training was relevant to my work was,Measuring Our Success,C-Good,3
